keys,en,ar,bg,cs,da,de,el,es,es-419,fi,fr,hu,id,it,ja,ko,nl,no,pl,pt,pt-BR,ro,ru,sk,sv,th,tr,uk,vi,zh-CN,zh-TW
Text/32b/text,"One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens.","One day, you notice it. A [color=GOLD]yellow spud emblem[/color] scratched into a wall. Then another. Then dozens."
Text/32c/text,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.,A new resistance is forming. Quieter. More careful. Learning from Sasha's mistakes.
Choice/32d/text,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately,Report the symbols to security immediately
Choice/32e/text,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them,Pretend you didn't see them
Choice/32f/text,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf,Leave your own mark - a single yellow leaf
Text/330/text,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.,You file the report. Another batch of suspects rounded up. Another promotion.
Text/331/text,The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color],The cycle continues. [color=CRIMSON]You've become the machine.[/color]
Text/332/text,You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color],You walk past. Say nothing. It's not much. [color=STEEL_BLUE]It's almost nothing.[/color]
Text/333/text,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.,But it's the first time you've chosen not to act against them.
Text/334/text,"Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color].","Maybe that's something. Maybe it's [color=YELLOW]too little, too late[/color]."
Text/335/text,"When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems.","When no one is watching, you scratch a small [color=GOLD]yellow leaf[/color] next to the emblems."
Text/336/text,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].,A single act of defiance. Years too late. But [color=CHARTREUSE]something[/color].
Text/337/text,"Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]""","Sasha's voice echoes in your memory: ""[color=CHARTREUSE]The roots grow deep.[/color]"""
Text/338/text,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.,Maybe deep enough to [color=CHARTREUSE]reach even you[/color]. Someday.
